procedimento,2020,total,municipio_ibge,competencia,2022,2021
0301080356 PROMOCAO DE CONTRATUALIDADE NO TERRITORIO,,222,130260,2022-05,222.0,
0301100012 ADMINISTRACAO DE MEDICAMENTOS NA ATENCAO ESPECIALIZADA,,25551,130260,2022-05,25551.0,
0301100039 AFERICAO DE PRESSAO ARTERIAL,,1449,130260,2022-05,1449.0,
0301100055 CATETERISMO VESICAL DE DEMORA,,13,130260,2022-05,13.0,
0301100063 CUIDADOS COM ESTOMAS,,676,130260,2022-05,676.0,
0301100071 CUIDADOS C/ TRAQUEOSTOMIA,,11,130260,2022-05,11.0,
0301100098 ENEMA,,4,130260,2022-05,4.0,
0301100101 INALACAO / NEBULIZACAO,,590,130260,2022-05,590.0,
0301100144 OXIGENOTERAPIA POR DIA,,6,130260,2022-05,6.0,
0301100152 RETIRADA DE PONTOS DE CIRURGIAS (POR PACIENTE),,31,130260,2022-05,31.0,
0301100179 SONDAGEM GASTRICA,,14,130260,2022-05,14.0,
0301100195 ADMINISTRACAO DE MEDICAMENTOS POR VIA ENDOVENOSA,,3205,130260,2022-05,3205.0,
0301100209 ADMINISTRACAO DE MEDICAMENTOS POR VIA INTRAMUSCULAR,,2160,130260,2022-05,2160.0,
0301100217 ADMINISTRACAO DE MEDICAMENTOS POR VIA ORAL,,873,130260,2022-05,873.0,
0301100225 ADMINISTRACAO DE MEDICAMENTOS POR VIA SUBCUTANEA (SC),,13,130260,2022-05,13.0,
0301100233 ADMINISTRACAO TOPICA DE MEDICAMENTO(S),,5,130260,2022-05,5.0,
0301100276 CURATIVO ESPECIAL,,18,130260,2022-05,18.0,
0301100284 CURATIVO SIMPLES,,144,130260,2022-05,144.0,
0301120013 ACOMPANHAMENTO DE PACIENTE COM FENILCETONURIA,,39,130260,2022-05,39.0,
0301120021 ACOMPANHAMENTO DE PACIENTE COM FIBROSE CISTICA,,14,130260,2022-05,14.0,
0301120048 ACOMPANHAMENTO DE PACIENTE COM HIPOTIREOIDISMO CONGENITO,,49,130260,2022-05,49.0,
0301130019 AVALIACAO CLINICA E ELETRONICA DE DISPOSITIVO ELETRICO CARDIACO IMPLANTAVEL,,85,130260,2022-05,85.0,
0302010025 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTES C/ DISFUNCOES UROGINECOLOGICAS,,16,130260,2022-05,16.0,
0302020012 ATENDIMENTO FISIOTERAPEUTICO DE PACIENTE COM CUIDADOS PALIATIVOS,,3,130260,2022-05,3.0,
0302020020 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE ONCOLOGICO CLINICO,,690,130260,2022-05,690.0,
0302020039 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE NO PRE E POS CIRURGIA ONCOLOGICA,,8,130260,2022-05,8.0,
0302040013 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE COM TRANSTORNO RESPIRATORIO COM COMPLICACOES SISTEMICAS,,1395,130260,2022-05,1395.0,
0302040021 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE COM TRANSTORNO RESPIRATORIO SEM COMPLICACOES SISTEMICAS,,3661,130260,2022-05,3661.0,
0302040030 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE COM TRANSTORNO CLINICO CARDIOVASCULAR,,1412,130260,2022-05,1412.0,
0302040048 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE PRE/POS CIRURGIA CARDIOVASCULAR,,176,130260,2022-05,176.0,
0302040056 ATENDIMENTO FISIOTERAPEUTICO NAS DISFUNCOES VASCULARES PERIFERICAS,,7,130260,2022-05,7.0,
0302050019 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTES NO PRE E POS-OPERATORIO NAS DISFUNCOES MUSCULO ESQUE,,5329,130260,2022-05,5329.0,
0302050027 ATENDIMENTO FISIOTERAPEUTICO NAS ALTERACOES MOTORAS,,28464,130260,2022-05,28464.0,
0302060014 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTES COM DISTURBIOS NEURO-CINETICO-FUNCIONAIS SEM COMPLICAC,,1115,130260,2022-05,1115.0,
0302060022 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTES COM DISTURBIOS NEURO-CINETICO-FUNCIONAIS COM COMPLICAC,,2102,130260,2022-05,2102.0,
0302060030 ATENDIMENTO FISIOTERAPEUTICO NAS DESORDENS DO DESENVOLVIMENTO NEURO MOTOR,,361,130260,2022-05,361.0,
0302060049 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE C/ COMPROMETIMENTO COGNITIVO,,278,130260,2022-05,278.0,
0302060057 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE NO PRE/POS-OPERATORIO DE NEUROCIRURGIA,,169,130260,2022-05,169.0,
0303020016 PULSOTERAPIA I (POR APLICACAO),,25,130260,2022-05,25.0,
0303020024 PULSOTERAPIA II (POR APLICACAO),,7,130260,2022-05,7.0,
0303060263 TRATAMENTO DE PE DIABETICO COMPLICADO,,14,130260,2022-05,14.0,
0303080019 CAUTERIZACAO QUIMICA DE PEQUENAS LESOES,,4,130260,2022-05,4.0,
"0303090030 INFILTRACAO DE SUBSTANCIAS EM CAVIDADE SINOVIAL (ARTICULACAO, BAINHA TENDINOSA)",,2373,130260,2022-05,2373.0,
0303090073 REVISAO COM TROCA DE APARELHO GESSADO EM MEMBRO INFERIOR,,24,130260,2022-05,24.0,
0303090081 REVISAO COM IMOBILIZACAO NAO GESSADA EM LESAO DA COLUNA VERTEBRAL,,2,130260,2022-05,2.0,
0303090090 REVISAO COM TROCA DE APARELHO GESSADO EM MEMBRO SUPERIOR,,19,130260,2022-05,19.0,
0303090120 TRATAMENTO CONSERVADOR DE FRATURA NA CINTURA ESCAPULAR (COM IMOBILIZACAO),,8,130260,2022-05,8.0,
0303090162 TRATAMENTO CONSERVADOR DE FRATURA DE OSSO METACARPICO,,1,130260,2022-05,1.0,
0303090200 TRATAMENTO CONSERVADOR DE FRATURA EM MEMBRO INFERIOR COM IMOBILIZACAO,,37,130260,2022-05,37.0,
0303090227 TRATAMENTO CONSERVADOR DE FRATURA EM MEMBRO SUPERIOR COM IMOBILIZACAO,,237,130260,2022-05,237.0,
0303190019 TRATAMENTO EM REABILITACAO,,3,130260,2022-05,3.0,
0304010367 RADIOTERAPIA DE CABECA E PESCOCO,,3,130260,2022-05,3.0,
0304010375 RADIOTERAPIA DO APARELHO DIGESTIVO,,10,130260,2022-05,10.0,
"0304010383 RADIOTERAPIA DE TRAQUEIA, BRONQUIO, PULMAO, PLEURA E MEDIASTINO",,6,130260,2022-05,6.0,
0304010405 RADIOTERAPIA DE PELE,,4,130260,2022-05,4.0,
0304010413 RADIOTERAPIA DE MAMA,,30,130260,2022-05,30.0,
0304010421 RADIOTERAPIA DE CANCER GINECOLOGICO,,32,130260,2022-05,32.0,
0304010430 BRAQUITERAPIA GINECOLOGICA,,25,130260,2022-05,25.0,
0304010456 RADIOTERAPIA DE PROSTATA,,17,130260,2022-05,17.0,
0304010502 RADIOTERAPIA DE SISTEMA NERVOSO CENTRAL,,3,130260,2022-05,3.0,
0304010529 RADIOTERAPIA DE METASTASE EM SISTEMA NERVOSO CENTRAL,,8,130260,2022-05,8.0,
0304010537 RADIOTERAPIA DE PLASMOCITOMA / MIELOMA / METASTASES EM OUTRAS LOCALIZACOES,,11,130260,2022-05,11.0,
0304010553 RADIOTERAPIA DE LINFOMA E LEUCEMIA,,4,130260,2022-05,4.0,
0304020010 QUIMIOTERAPIA DO ADENOCARCINOMA DE COLON AVANCADO -1¶¦ LINHA,,28,130260,2022-05,28.0,
0304020036 HORMONIOTERAPIA DO ADENOCARCINOMA DE ENDOMETRIO AVANCADO,,10,130260,2022-05,10.0,
0304020044 QUIMIOTERAPIA DO ADENOCARCINOMA DE ESTOMAGO AVANCADO,,27,130260,2022-05,27.0,
0304020052 QUIMIOTERAPIA DO ADENOCARCINOMA DE PANCREAS AVANCADO,,7,130260,2022-05,7.0,
0304020060 HORMONIOTERAPIA DO ADENOCARCINOMA DE PROSTATA AVANCADO - 2¶¦ LINHA,,2,130260,2022-05,2.0,
0304020079 HORMONIOTERAPIA DO ADENOCARCINOMA DE PROSTATA AVANCADO - 1¶¦ LINHA,,238,130260,2022-05,238.0,
0304020087 QUIMIOTERAPIA DO ADENOCARCINOMA DE PROSTATA RESISTENTE A HORMONIOTERAPIA,,36,130260,2022-05,36.0,
0304020095 QUIMIOTERAPIA DO CARCINOMA DE RETO AVANCADO -1¶¦ LINHA,,22,130260,2022-05,22.0,
0304020109 QUIMIOTERAPIA DO CARCINOMA DE RETO AVANCADO - 2¶¦ LINHA,,8,130260,2022-05,8.0,
0304020117 QUIMIOTERAPIA DO APUDOMA/TUMOR NEUROENDOCRINO AVANCADO,,31,130260,2022-05,31.0,
0304020125 QUIMIOTERAPIA DO CARCINOMA DE ADRENAL AVANCADO,,2,130260,2022-05,2.0,
0304020133 QUIMIOTERAPIA DO CARCINOMA DE MAMA AVANCADO -1¶¦ LINHA,,87,130260,2022-05,87.0,
0304020141 QUIMIOTERAPIA DO CARCINOMA DE MAMA AVANCADO - 2¶¦ LINHA,,17,130260,2022-05,17.0,
0304020150 QUIMIOTERAPIA DO CARCINOMA DE NASOFARINGE AVANCADO,,2,130260,2022-05,2.0,
0304020168 QUIMIOTERAPIA DO CARCINOMA DE RIM AVANCADO,,28,130260,2022-05,28.0,
0304020176 QUIMIOTERAPIA DO CARCINOMA EPIDERMOIDE / ADENOCARCINOMA DE ESOFAGO AVANCADO,,3,130260,2022-05,3.0,
0304020184 QUIMIOTERAPIA DO CARCINOMA EPIDERMOIDE / ADENOCARCINOMA DO COLO OU DO CORPO UTERINO AVANCADO,,64,130260,2022-05,64.0,
0304020192 QUIMIOTERAPIA DO CARCINOMA EPIDERMOIDE DE CANAL ANAL/ MARGEM ANAL AVANCADO,,1,130260,2022-05,1.0,
0304020206 QUIMIOTERAPIA DO CARCINOMA EPIDERMOIDE DE CABECA E PESCOCO AVANCADO,,26,130260,2022-05,26.0,
0304020214 QUIMIOTERAPIA DO CARCINOMA PULMONAR DE CELULAS NAO PEQUENAS AVANCADO,,60,130260,2022-05,60.0,
0304020222 QUIMIOTERAPIA DO CARCINOMA PULMONAR INDIFERENCIADO DE CELULAS PEQUENAS AVANCADO,,6,130260,2022-05,6.0,
0304020230 QUIMIOTERAPIA DO MELANOMA MALIGNO AVANCADO,,15,130260,2022-05,15.0,
0304020249 QUIMIOTERAPIA DE METASTASE DE ADENOCARCINOMA DE ORIGEM DESCONHECIDA,,7,130260,2022-05,7.0,
0304020257 QUIMIOTERAPIA DE METASTASE DE CARCINOMA EPIDERMOIDE/CARCINOMA NEUROENDOCRINO DE ORIGEM DESCONHECIDA,,2,130260,2022-05,2.0,
0304020273 QUIMIOTERAPIA DE NEOPLASIA MALIGNA EPITELIAL DE OVARIO OU DE TUBA UTERINA AVANCADA -1¶¦ LINHA,,21,130260,2022-05,21.0,
0304020281 QUIMIOTERAPIA DE NEOPLASIA MALIGNA EPITELIAL DE OVARIO OU DE TUBA UTERINA AVANCADA - 2¶¦ LINHA),,8,130260,2022-05,8.0,
0304020290 QUIMIOTERAPIA DE SARCOMA DE PARTES MOLES AVANCADO,,27,130260,2022-05,27.0,
0304020303 QUIMIOTERAPIA DE SARCOMA OSSEO AVANCADO,,3,130260,2022-05,3.0,
0304020311 QUIMIOTERAPIA DO TUMOR DO ESTROMA GASTROINTESTINAL AVANCADO,,7,130260,2022-05,7.0,
0304020320 QUIMIOTERAPIA DE TUMOR DO SISTEMA NERVOSO CENTRAL AVANCADO,,19,130260,2022-05,19.0,
0304020338 HORMONIOTERAPIA DO CARCINOMA DE MAMA AVANCADO - 2¶¦ LINHA,,57,130260,2022-05,57.0,
0304020346 HORMONIOTERAPIA DO CARCINOMA DE MAMA AVANCADO- 1¶¦ LINHA,,140,130260,2022-05,140.0,
0304020362 QUIMIOTERAPIA DO CARCINOMA DE TIREOIDE AVANCADO,,4,130260,2022-05,4.0,
0304020370 QUIMIOTERAPIA DO CARCINOMA DE PENIS AVANCADO,,6,130260,2022-05,6.0,
0304020389 QUIMIOTERAPIA DE CARCINOMA DO FIGADO OU DO TRATO BILIAR AVANCADO,,33,130260,2022-05,33.0,
0304020400 QUIMIOTERAPIA DE CARCINOMA UROTELIAL AVANCADO,,9,130260,2022-05,9.0,
0304020419 POLIQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO ¶- 1¶¦ LINHA,,19,130260,2022-05,19.0,
0304020427 MONOQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO ¶- 1¶¦ LINHA,,1,130260,2022-05,1.0,
0304020435 POLIQUIMIOTERAPIA COM DUPLO ANTI HER-2 DO CARCINOMA DE MAMA HER-2 POSITIVO 1¶¦ LINHA,,93,130260,2022-05,93.0,
0304020443 QUIMIOTERAPIA COM DUPLO ANTI-HER-2 DO CARCINOMA DE MAMA HER-2 POSITIVO ¶- 1¶¦ LINHA,,1,130260,2022-05,1.0,
0304030031 QUIMIOTERAPIA DE DOENCA MIELOPROLIFERATIVA RARA - 1¶¦ LINHA,,29,130260,2022-05,29.0,
0304030040 QUIMIOTERAPIA DE DOENCA MIELOPROLIFERATIVA RARA - 2¶¦ LINHA,,3,130260,2022-05,3.0,
0304030058 QUIMIOTERAPIA DE LEUCEMIA LINFOCITICA CRONICA - 1¶¦ LINHA,,3,130260,2022-05,3.0,
0304030074 QUIMIOTERAPIA DE LEUCEMIA MIELOIDE CRONICA QUALQUER FASE - CONTROLE SANGUINEO,,7,130260,2022-05,7.0,
0304030112 QUIMIOTERAPIA DA LEUCEMIA MIELOIDE CRONICA EM FASE CRONICA - MARCADOR POSITIVO - 1¶¦ LINHA,,63,130260,2022-05,63.0,
0304030120 QUIMIOTERAPIA DE LEUCEMIA MIELOIDE CRONICA EM FASE CRONICA - MARCADOR POSITIVO - 3¶¦ LINHA,,6,130260,2022-05,6.0,
0304030155 QUIMIOTERAPIA DE LEUCEMIA MIELOIDE CRONICA EM FASE DE TRANSFORMACAO - MARCADOR POSITIVO - SEM FAS,,1,130260,2022-05,1.0,
0304030163 QUIMIOTERAPIA DE LINFOMA NAO HODGKIN DE BAIXO GRAU DE MALIGNIDADE (1¶¦ LINHA),,8,130260,2022-05,8.0,
0304030171 QUIMIOTERAPIA DE LINFOMA NAO HODGKIN DE BAIXO GRAU DE MALIGNIDADE - 2¶¦LINHA,,4,130260,2022-05,4.0,
0304030180 QUIMIOTERAPIA DE NEOPLASIA DE CELULAS PLASMATICAS - 1¶¦ LINHA,,9,130260,2022-05,9.0,
0304030228 QUIMIOTERAPIA DE LEUCEMIA MIELOIDE CRONICA EM FASE CRONICA - MARCADOR POSITIVO - 2¶¦ LINHA,,39,130260,2022-05,39.0,
0304030252 QUIMIOTERAPIA DE MIELOMA MULTIPLO ¶- 1¶¦ LINHA,,18,130260,2022-05,18.0,
0304030260 QUIMIOTERAPIA DE MIELOMA MULTIPLO ¶- 2¶¦ LINHA,,1,130260,2022-05,1.0,
0304040029 QUIMIOTERAPIA DO CARCINOMA DE MAMA (PREVIA),,145,130260,2022-05,145.0,
0304040045 QUIMIOTERAPIA DO CARCINOMA EPIDERMOIDE / ADENOCARCINOMA DO COLO UTERINO,,58,130260,2022-05,58.0,
0304040053 QUIMIOTERAPIA DO CARCINOMA EPIDERMOIDE DE RETO/ CANAL ANAL/ MARGEM ANAL,,15,130260,2022-05,15.0,
0304040061 QUIMIOTERAPIA DO CARCINOMA EPIDERMOIDE DE SEIO PARA-NASAL/ LARINGE / HIPOFARINGE/ OROFARINGE /CAVIDA,,18,130260,2022-05,18.0,
0304040070 QUIMIOTERAPIA DO CARCINOMA DE BEXIGA,,2,130260,2022-05,2.0,
0304040096 QUIMIOTERAPIA DO CARCINOMA PULMONAR DE CELULAS NAO PEQUENAS (PREVIA),,6,130260,2022-05,6.0,
0304040118 QUIMIOTERAPIA DE CARCINOMA EPIDERMOIDE / ADENOCARCINOMA DE ESOFAGO,,5,130260,2022-05,5.0,
0304040126 QUIMIOTERAPIA DO CARCINOMA EPIDERMOIDE DE VULVA,,4,130260,2022-05,4.0,
0304040134 QUIMIOTERAPIA DE NEOPLASIA MALIGNA EPITELIAL DE OVARIO OU DA TUBA UTERINA - 2¶¦ LINHA,,2,130260,2022-05,2.0,
0304040169 QUIMIOTERAPIA DE SARCOMA OSSEO / OSTEOSSARCOMA - 1¶¦ LINHA,,1,130260,2022-05,1.0,
0304040177 QUIMIOTERAPIA DO ADENOCARCINOMA DE ESTOMAGO (PRE-OPERATORIA),,13,130260,2022-05,13.0,
0304040185 POLIQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO EM ESTADIO III (PREVIA),,41,130260,2022-05,41.0,
0304040193 HORMONIOTERAPIA DO CARCINOMA DE MAMA EM ESTADIO III (PREVIA),,24,130260,2022-05,24.0,
0304040207 HORMONIOTERAPIA PREVIA A RADIOTERAPIA EXTERNA DO ADENOCARCINOMA DE PROSTATA,,69,130260,2022-05,69.0,
0304050016 QUIMIOTERAPIA INTRA-VESICAL,,12,130260,2022-05,12.0,
0304050024 QUIMIOTERAPIA DE ADENOCARCINOMA DE COLON,,18,130260,2022-05,18.0,
0304050032 QUIMIOTERAPIA DO ADENOCARCINOMA DE RETO (ADJUVANTE),,6,130260,2022-05,6.0,
0304050040 HORMONIOTERAPIA DO CARCINOMA DE MAMA EM ESTADIO I,,227,130260,2022-05,227.0,
0304050067 QUIMIOTERAPIA DO CARCINOMA DE MAMA EM ESTADIO III,,50,130260,2022-05,50.0,
0304050075 QUIMIOTERAPIA DO CARCINOMA DE MAMA EM ESTADIO II,,39,130260,2022-05,39.0,
0304050113 HORMONIOTERAPIA DO CARCINOMA DE MAMA EM ESTADIO III,,614,130260,2022-05,614.0,
0304050121 HORMONIOTERAPIA DO CARCINOMA DE MAMA EM ESTADIO II,,472,130260,2022-05,472.0,
0304050130 QUIMIOTERAPIA DO CARCINOMA DE MAMA EM ESTADIO I,,3,130260,2022-05,3.0,
0304050180 QUIMIOTERAPIA DE CARCINOMA PULMONAR INDIFERENCIADO DE CELULAS PEQUENAS (ADJUVANTE),,2,130260,2022-05,2.0,
0304050202 QUIMIOTERAPIA DE NEOPLASIA MALIGNA EPITELIAL DE OVARIO OU DA TUBA UTERINA,,14,130260,2022-05,14.0,
0304050210 QUIMIOTERAPIA DO OSTEOSSARCOMA,,2,130260,2022-05,2.0,
0304050229 QUIMIOTERAPIA DE SARCOMA DE PARTES MOLES DE EXTREMIDADE,,3,130260,2022-05,3.0,
0304050253 QUIMIOTERAPIA DO ADENOCARCINOMA DE ESTOMAGO (POS OPERATORIA),,26,130260,2022-05,26.0,
0304050261 POLIQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO EM ESTADIO I (ADJUVANTE),,8,130260,2022-05,8.0,
0304050270 POLIQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO EM ESTADIO II (ADJUVANTE),,13,130260,2022-05,13.0,
0304050288 POLIQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO EM ESTADIO III (ADJUVANTE),,31,130260,2022-05,31.0,
0304050300 MONOQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO EM ESTADIO II (ADJUVANTE),,6,130260,2022-05,6.0,
0304050318 MONOQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO EM ESTADIO III (ADJUVANTE),,11,130260,2022-05,11.0,
0304050326 QUIMIOTERAPIA DE MELANOMA MALIGNO,,3,130260,2022-05,3.0,
0304050334 QUIMIOTERAPIA DE TUMOR DO ESTROMA GASTRO INTESTINAL,,3,130260,2022-05,3.0,
0304050342 HORMONIOTERAPIA ADJUVANTE A RADIOTERAPIA EXTERNA DO ADENOCARCINOMA DE PROSTATA,,212,130260,2022-05,212.0,
0304060011 QUIMIOTERAPIA DA DOENCA DE HODGKIN - 1¶¦ LINHA,,19,130260,2022-05,19.0,
0304060038 QUIMIOTERAPIA DA DOENCA DE HODGKIN - 2¶¦ LINHA,,2,130260,2022-05,2.0,
0304060046 QUIMIOTERAPIA DA DOENCA DE HODGKIN - 3¶¦ LINHA,,4,130260,2022-05,4.0,
0304060089 QUIMIOTERAPIA DE LEUCEMIA AGUDA/ MIELODISPLASIA/LINFOMA LINFOBLASTICO/ LINFOMA DE BURKITT - 2¶¦ LINH,,1,130260,2022-05,1.0,
0304060119 QUIMIOTERAPIA DE LINFOMA NAO HODGKIN GRAU INTERMEDIARIO OU ALTO - 2¶¦ LINHA,,6,130260,2022-05,6.0,
0304060127 QUIMIOTERAPIA DE LINFOMA NAO HODGKIN GRAU INTERMEDIARIO OU ALTO - 3¶¦ LINHA,,2,130260,2022-05,2.0,
0304060135 QUIMIOTERAPIA DE LINFOMA NAO HODGKIN DE GRAU DE MALIGNIDADE INTERMEDIARIO OU ALTO - 1¶¦ LINHA,,1,130260,2022-05,1.0,
0304060151 QUIMIOTERAPIA DE TUMOR GERMINATIVO EXTRA-GONADAL,,2,130260,2022-05,2.0,
0304060178 QUIMIOTERAPIA DE NEOPLASIA TROFOBLASTICA GESTACIONAL - BAIXO RISCO,,2,130260,2022-05,2.0,
0304060208 QUIMIOTERAPIA DE TUMOR GERMINATIVO DE TESTICULO - 1¶¦ LINHA,,9,130260,2022-05,9.0,
0304060224 QUIMIOTERAPIA DE LINFOMA DIFUSO DE GRANDES CELULAS B ¶- 1¶¦ LINHA,,8,130260,2022-05,8.0,
"0304060232 QUIMIOTERAPIA DE LEUCEMIA LINFOIDE/LINFOBLASTICA AGUDA, LINFOMA LINFOBLASTICO, LEUCEMIA MIELOIDE AG",,6,130260,2022-05,6.0,
"0304060240 QUIMIOTERAPIA DE LEUCEMIA LINFOIDE/LINFOBLASTICA AGUDA , LINFOMA LINFOBLASTICO, LEUCEMIA MIELOIDE A",,4,130260,2022-05,4.0,
0304070017 QUIMIOTERAPIA DE CANCER NA INFANCIA E ADOLESCENCIA - 1¶¦ LINHA,,45,130260,2022-05,45.0,
0304070025 QUIMIOTERAPIA DE CANCER NA INFANCIA E ADOLESCENCIA - 2¶¦ LINHA,,16,130260,2022-05,16.0,
0304070041 QUIMIOTERAPIA DE CANCER NA INFANCIA E ADOLESCENCIA - 3¶¦ LINHA,,1,130260,2022-05,1.0,
"0304070068 QUIMIOTERAPIA DE LEUCEMIA LINFOIDE/LINFOBLASTICA AGUDA , LINFOMA LINFOBLASTICO, LEUCEMIA MIELOIDE A",,36,130260,2022-05,36.0,
"0304070076 QUIMIOTERAPIA DE LEUCEMIA LINFOIDE/LINFOBLASTICA AGUDA, LEUCEMIA MIELOIDE AGUDA E LEUCEMIA PROMIELO",,36,130260,2022-05,36.0,
0304080012 FATOR ESTIMULANTE DO CRESCIMENTO DE COLONIAS DE GRANULOCITOS / MACROFAGOS,,19,130260,2022-05,19.0,
0304080071 INIBIDOR DA OSTEOLISE,,229,130260,2022-05,229.0,
0305010093 HEMODIALISE (MAXIMO 1 SESSAO POR SEMANA - EXCEPCIONALIDADE),,318,130260,2022-05,318.0,
0305010107 HEMODIALISE (MAXIMO 3 SESSOES POR SEMANA),,12861,130260,2022-05,12861.0,
0305010115 HEMODIALISE EM PACIENTE COM SOROLOGIA POSITIVA PARA HIV E/OU HEPATITE B E/OU HEPATITE C (MAXIMO 3 S,,856,130260,2022-05,856.0,
0305010123 HEMODIALISE EM PACIENTE COM SOROLOGIA POSITIVA PARA HIV E/OU HEPATITE B E/OU HEPATITE C (EXCEPCIONAL,,18,130260,2022-05,18.0,
0305010166 MANUTENCAO E ACOMPANHAMENTO DOMICILIAR DE PACIENTE SUBMETIDO A DPA /DPAC,,26,130260,2022-05,26.0,
0305010204 HEMODIALISE PEDIATRICA (MAXIMO 04 SESSOES POR SEMANA),,13,130260,2022-05,13.0,
0305010212 IDENTIFICACAO DE PACIENTE SOB TRATAMENTO DIALITICO EM TRANSITO,,2,130260,2022-05,2.0,
0306020017 AFERESE TERAPEUTICA,,44,130260,2022-05,44.0,
0306020041 SANGRIA TERAPEUTICA,,25,130260,2022-05,25.0,
0306020068 TRANSFUSAO DE CONCENTRADO DE HEMACIAS,,810,130260,2022-05,810.0,
0306020076 TRANSFUSAO DE CONCENTRADO DE PLAQUETAS,,1253,130260,2022-05,1253.0,
0306020084 TRANSFUSAO DE CRIOPRECIPITADO,,27,130260,2022-05,27.0,
0306020106 TRANSFUSAO DE PLASMA FRESCO,,74,130260,2022-05,74.0,
0306020122 TRANSFUSAO DE SANGUE / COMPONENTES IRRADIADOS,,3,130260,2022-05,3.0,
0307010015 CAPEAMENTO PULPAR,,55,130260,2022-05,55.0,
0307010031 RESTAURACAO DE DENTE PERMANENTE ANTERIOR COM RESINA COMPOSTA,,70,130260,2022-05,70.0,
0307010058 TRATAMENTO DE NEVRALGIAS FACIAIS,,1,130260,2022-05,1.0,
0307010066 TRATAMENTO INICIAL DO DENTE TRAUMATIZADO,,6,130260,2022-05,6.0,
0307010074 TRATAMENTO RESTAURADOR ATRAUMATICO (TRA/ART),,3,130260,2022-05,3.0,
0307010082 RESTAURACAO DE DENTE DECIDUO POSTERIOR COM RESINA COMPOSTA,,64,130260,2022-05,64.0,
0307010090 RESTAURACAO DE DENTE DECIDUO POSTERIOR COM AMALGAMA,,48,130260,2022-05,48.0,
0307010104 RESTAURACAO DE DENTE DECIDUO POSTERIOR COM IONOMERO DE VIDRO,,49,130260,2022-05,49.0,
0307010112 RESTAURACAO DE DENTE DECIDUO ANTERIOR COM RESINA COMPOSTA,,42,130260,2022-05,42.0,
0307010120 RESTAURACAO DE DENTE PERMANENTE POSTERIOR COM RESINA COMPOSTA,,223,130260,2022-05,223.0,
0307010139 RESTAURACAO DE DENTE PERMANENTE POSTERIOR COM AMALGAMA,,5,130260,2022-05,5.0,
0307020010 ACESSO A POLPA DENTARIA E MEDICACAO (POR DENTE),,43,130260,2022-05,43.0,
0307020029 CURATIVO DE DEMORA C/ OU S/ PREPARO BIOMECANICO,,94,130260,2022-05,94.0,
0307020045 TRATAMENTO ENDODONTICO DE DENTE PERMANENTE BIRRADICULAR,,34,130260,2022-05,34.0,
0307020053 TRATAMENTO ENDODONTICO DE DENTE PERMANENTE COM TRES OU MAIS RAIZES,,53,130260,2022-05,53.0,
0307020061 TRATAMENTO ENDODONTICO DE DENTE PERMANENTE UNIRRADICULAR,,55,130260,2022-05,55.0,
0307020070 PULPOTOMIA DENTARIA,,1,130260,2022-05,1.0,
0307020088 RETRATAMENTO ENDODONTICO EM DENTE PERMANENTE BI-RADICULAR,,6,130260,2022-05,6.0,
0307020096 RETRATAMENTO ENDODONTICO EM DENTE PERMANENTE COM 3 OU MAIS RAIZES,,7,130260,2022-05,7.0,
0307020100 RETRATAMENTO ENDODONTICO EM DENTE PERMANENTE UNI-RADICULAR,,3,130260,2022-05,3.0,
0307020118 SELAMENTO DE PERFURACAO RADICULAR,,1,130260,2022-05,1.0,
0307030024 RASPAGEM ALISAMENTO SUBGENGIVAIS (POR SEXTANTE),,44,130260,2022-05,44.0,
0307030032 RASPAGEM CORONO-RADICULAR (POR SEXTANTE),,196,130260,2022-05,196.0,
0307030040 PROFILAXIA / REMOCAO DA PLACA BACTERIANA,,92,130260,2022-05,92.0,
0307030059 RASPAGEM ALISAMENTO E POLIMENTO SUPRAGENGIVAIS (POR SEXTANTE),,199,130260,2022-05,199.0,
0307030083 TRATAMENTO DE PERICORONARITE,,8,130260,2022-05,8.0,
0307040011 COLOCACAO DE PLACA DE MORDIDA,,18,130260,2022-05,18.0,
0307040070 MOLDAGEM DENTO-GENGIVAL P/ CONSTRUCAO DE PROTESE DENTARIA,,31,130260,2022-05,31.0,
